Fondsposition per,"31.Dez.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"KVUE","KENVUE INC","Nichtzyklische Konsumgüter","Aktien","8.228.284,50","0,03","8.228.284,50","477.002,00","17,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATCO B","ATLAS COPCO CLASS B","Industrie","Aktien","8.219.033,82","0,03","8.219.033,82","508.521,00","16,16","Schweden","Nasdaq Omx Nordic","SEK"
"SIKA","SIKA AG","Materialien","Aktien","8.211.582,20","0,03","8.211.582,20","40.010,00","205,24","Schweiz","SIX Swiss Exchange","CHF"
"2899","ZIJIN MINING GROUP LTD H","Materialien","Aktien","8.210.023,77","0,03","8.210.023,77","1.792.000,00","4,58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"VRSK","VERISK ANALYTICS INC","Industrie","Aktien","8.206.291,34","0,03","8.206.291,34","36.686,00","223,69","Vereinigte Staaten","NASDAQ","USD"
"MKL","MARKEL GROUP INC","Financials","Aktien","8.160.071,40","0,03","8.160.071,40","3.796,00","2.149,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","8.158.809,40","0,03","8.158.809,40","24.829,00","328,60","Vereinigte Staaten","NASDAQ","USD"
"RYA","RYANAIR HOLDINGS PLC","Industrie","Aktien","8.138.321,91","0,03","8.138.321,91","234.500,00","34,71","Irland","Irish Stock Exchange - All Market","EUR"
"JBL","JABIL INC","IT","Aktien","8.135.297,56","0,03","8.135.297,56","35.678,00","228,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"5803","FUJIKURA LTD","Industrie","Aktien","8.122.236,75","0,03","8.122.236,75","73.000,00","111,26","Japan","Tokyo Stock Exchange","JPY"
"DOV","DOVER CORP","Industrie","Aktien","8.113.979,16","0,03","8.113.979,16","41.559,00","195,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energie","Aktien","8.108.658,40","0,03","8.108.658,40","197.195,00","41,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6981","MURATA MANUFACTURING LTD","IT","Aktien","8.061.933,71","0,03","8.061.933,71","389.300,00","20,71","Japan","Tokyo Stock Exchange","JPY"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","8.063.577,06","0,03","8.063.577,06","76.461,00","105,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STT","STATE STREET CORP","Financials","Aktien","8.018.487,54","0,03","8.018.487,54","62.154,00","129,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ULTA","ULTA BEAUTY INC","Zyklische Konsumgüter ","Aktien","7.996.417,17","0,03","7.996.417,17","13.217,00","605,01","Vereinigte Staaten","NASDAQ","USD"
"SWED A","SWEDBANK","Financials","Aktien","7.990.857,79","0,03","7.990.857,79","229.418,00","34,83","Schweden","Nasdaq Omx Nordic","SEK"
"MTB","M&T BANK CORP","Financials","Aktien","7.986.062,76","0,03","7.986.062,76","39.637,00","201,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrie","Aktien","7.973.888,54","0,03","7.973.888,54","841.488,00","9,48","Australien","Asx - All Markets","AUD"
"RKLB","ROCKET LAB CORP","Industrie","Aktien","7.967.010,56","0,03","7.967.010,56","114.206,00","69,76","Vereinigte Staaten","NASDAQ","USD"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Aktien","7.949.996,79","0,03","7.949.996,79","2.260.000,00","3,52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KGH","KGHM POLSKA MIEDZ SA","Materialien","Aktien","7.929.522,70","0,03","7.929.522,70","101.525,00","78,10","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"8053","SUMITOMO CORP","Industrie","Aktien","7.913.684,01","0,03","7.913.684,01","229.200,00","34,53","Japan","Tokyo Stock Exchange","JPY"
"PPL","PPL CORP","Versorger","Aktien","7.906.290,30","0,03","7.906.290,30","225.765,00","35,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CCL","CARNIVAL CORP","Zyklische Konsumgüter ","Aktien","7.891.077,90","0,03","7.891.077,90","258.385,00","30,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GIS","GENERAL MILLS INC","Nichtzyklische Konsumgüter","Aktien","7.871.985,00","0,03","7.871.985,00","169.290,00","46,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WAT","WATERS CORP","Gesundheitsversorgung","Aktien","7.841.210,52","0,03","7.841.210,52","20.644,00","379,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GMEXICOB","GRUPO MEXICO B","Materialien","Aktien","7.834.581,81","0,03","7.834.581,81","828.453,00","9,46","Mexiko","Bolsa Mexicana De Valores","MXN"
"KFH","KUWAIT FINANCE HOUSE","Financials","Aktien","7.829.109,16","0,03","7.829.109,16","2.968.497,00","2,64","Kuwait","Kuwait Stock Exchange","KWD"
"6752","PANASONIC HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","7.814.121,98","0,03","7.814.121,98","605.300,00","12,91","Japan","Tokyo Stock Exchange","JPY"
"IR","INGERSOLL RAND INC","Industrie","Aktien","7.815.132,22","0,03","7.815.132,22","98.651,00","79,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6762","TDK CORP","IT","Aktien","7.766.605,63","0,03","7.766.605,63","550.600,00","14,11","Japan","Tokyo Stock Exchange","JPY"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Aktien","7.755.398,00","0,03","7.755.398,00","30.898,00","251,00","Vereinigte Staaten","Cboe BZX","USD"
"EME","EMCOR GROUP INC","Industrie","Aktien","7.749.543,93","0,03","7.749.543,93","12.667,00","611,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","7.741.694,34","0,03","7.741.694,34","51.498,00","150,33","Vereinigte Staaten","NASDAQ","USD"
"POLI","BANK HAPOALIM BM","Financials","Aktien","7.738.474,29","0,03","7.738.474,29","342.308,00","22,61","Israel","Tel Aviv Stock Exchange","ILS"
"AV.","AVIVA PLC","Financials","Aktien","7.739.321,86","0,03","7.739.321,86","840.726,00","9,21","Vereinigtes Königreich","London Stock Exchange","GBP"
"ERIC B","ERICSSON B","IT","Aktien","7.737.352,82","0,03","7.737.352,82","787.297,00","9,83","Schweden","Nasdaq Omx Nordic","SEK"
"CSGP","COSTAR GROUP INC","Immobilien","Aktien","7.734.953,40","0,03","7.734.953,40","115.035,00","67,24","Vereinigte Staaten","NASDAQ","USD"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Aktien","7.721.783,96","0,03","7.721.783,96","831.639,00","9,29","Mexiko","Bolsa Mexicana De Valores","MXN"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Aktien","7.708.859,06","0,03","7.708.859,06","2.520.460,00","3,06","Taiwan","Taiwan Stock Exchange","TWD"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Aktien","7.697.386,62","0,03","7.697.386,62","131.782,00","58,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Nichtzyklische Konsumgüter","Aktien","7.684.993,14","0,03","7.684.993,14","57.882,00","132,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IRM","IRON MOUNTAIN INC","Immobilien","Aktien","7.678.432,65","0,03","7.678.432,65","92.567,00","82,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8801","MITSUI FUDOSAN LTD","Immobilien","Aktien","7.653.838,40","0,03","7.653.838,40","673.800,00","11,36","Japan","Tokyo Stock Exchange","JPY"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrie","Aktien","7.612.775,04","0,03","7.612.775,04","34.112,00","223,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMRZ","AMRIZE AG","Materialien","Aktien","7.598.618,56","0,03","7.598.618,56","140.507,00","54,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EFX","EQUIFAX INC","Industrie","Aktien","7.599.290,54","0,03","7.599.290,54","35.023,00","216,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Aktien","7.597.610,33","0,03","7.597.610,33","1.120.000,00","6,78","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WSP","WSP GLOBAL INC","Industrie","Aktien","7.584.233,92","0,03","7.584.233,92","41.832,00","181,30","Kanada","Toronto Stock Exchange","CAD"
"PST","POSTE ITALIANE","Financials","Aktien","7.580.390,99","0,03","7.580.390,99","300.485,00","25,23","Italien","Borsa Italiana","EUR"
"QNBK","QATAR NATIONAL BANK","Financials","Aktien","7.566.750,44","0,03","7.566.750,44","1.476.449,00","5,12","Qatar","Qatar Exchange","QAR"
"AER","AERCAP HOLDINGS NV","Industrie","Aktien","7.561.344,72","0,03","7.561.344,72","52.597,00","143,76","Niederlande","New York Stock Exchange Inc.","USD"
"NTR","NUTRIEN LTD","Materialien","Aktien","7.544.916,29","0,03","7.544.916,29","122.075,00","61,81","Kanada","Toronto Stock Exchange","CAD"
"ACA","CREDIT AGRICOLE SA","Financials","Aktien","7.537.929,16","0,03","7.537.929,16","365.713,00","20,61","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrie","Aktien","7.519.746,15","0,03","7.519.746,15","75.460,00","99,65","Spanien","Bolsa De Madrid","EUR"
"6367","DAIKIN INDUSTRIES LTD","Industrie","Aktien","7.507.020,96","0,03","7.507.020,96","58.600,00","128,11","Japan","Tokyo Stock Exchange","JPY"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Aktien","7.496.882,95","0,03","7.496.882,95","432.097,00","17,35","Vereinigte Staaten","NASDAQ","USD"
"TPR","TAPESTRY INC","Zyklische Konsumgüter ","Aktien","7.463.301,24","0,03","7.463.301,24","58.412,00","127,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SLM","SANLAM LIMITED LTD","Financials","Aktien","7.464.751,46","0,03","7.464.751,46","1.255.873,00","5,94","Südafrika","Johannesburg Stock Exchange","ZAR"
"FER","FERROVIAL","Industrie","Aktien","7.451.894,29","0,03","7.451.894,29","114.655,00","64,99","Spanien","Bolsa De Madrid","EUR"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Aktien","7.427.992,09","0,03","7.427.992,09","350.985,00","21,16","Schweden","Nasdaq Omx Nordic","SEK"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Aktien","7.424.573,67","0,03","7.424.573,67","892.800,00","8,32","Japan","Tokyo Stock Exchange","JPY"
"4901","FUJIFILM HOLDINGS CORP","IT","Aktien","7.419.970,01","0,03","7.419.970,01","347.800,00","21,33","Japan","Tokyo Stock Exchange","JPY"
"DTE","DTE ENERGY","Versorger","Aktien","7.418.413,68","0,03","7.418.413,68","57.516,00","128,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Aktien","7.409.134,48","0,03","7.409.134,48","20.744,00","357,17","Vereinigte Staaten","NASDAQ","USD"
"FSR","FIRSTRAND LTD","Financials","Aktien","7.404.537,31","0,03","7.404.537,31","1.351.991,00","5,48","Südafrika","Johannesburg Stock Exchange","ZAR"
"6146","DISCO CORP","IT","Aktien","7.406.277,71","0,03","7.406.277,71","24.100,00","307,31","Japan","Tokyo Stock Exchange","JPY"
"STLD","STEEL DYNAMICS INC","Materialien","Aktien","7.395.306,35","0,03","7.395.306,35","43.643,00","169,45","Vereinigte Staaten","NASDAQ","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Immobilien","Aktien","7.392.328,96","0,03","7.392.328,96","56.768,00","130,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ML","MICHELIN","Zyklische Konsumgüter ","Aktien","7.366.344,69","0,03","7.366.344,69","221.553,00","33,25","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"WRT1V","WARTSILA","Industrie","Aktien","7.362.908,92","0,03","7.362.908,92","206.225,00","35,70","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","7.360.363,08","0,03","7.360.363,08","40.446,00","181,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Zyklische Konsumgüter ","Aktien","7.361.171,94","0,03","7.361.171,94","147.194,00","50,01","Vereinigte Staaten","NASDAQ","USD"
"VOD","VODAFONE GROUP PLC","Kommunikation","Aktien","7.346.936,66","0,03","7.346.936,66","5.524.073,00","1,33","Vereinigtes Königreich","London Stock Exchange","GBP"
"ASM","ASM INTERNATIONAL NV","IT","Aktien","7.322.707,02","0,03","7.322.707,02","12.046,00","607,90","Niederlande","Euronext Amsterdam","EUR"
"PHM","PULTEGROUP INC","Zyklische Konsumgüter ","Aktien","7.314.327,02","0,03","7.314.327,02","62.377,00","117,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Kommunikation","Aktien","7.293.444,79","0,03","7.293.444,79","2.061.400,00","3,54","Singapur","Singapore Exchange","SGD"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","7.289.944,89","0,03","7.289.944,89","53.371,00","136,59","Vereinigte Staaten","NASDAQ","USD"
"SNA","SNAP ON INC","Industrie","Aktien","7.277.952,00","0,03","7.277.952,00","21.120,00","344,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materialien","Aktien","7.244.422,64","0,03","7.244.422,64","151.123,00","47,94","Kanada","Toronto Stock Exchange","CAD"
"KER","KERING SA","Zyklische Konsumgüter ","Aktien","7.244.469,16","0,03","7.244.469,16","20.493,00","353,51","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LH","LABCORP HOLDINGS INC","Gesundheitsversorgung","Aktien","7.232.619,52","0,03","7.232.619,52","28.829,00","250,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"5108","BRIDGESTONE CORP","Zyklische Konsumgüter ","Aktien","7.227.749,53","0,03","7.227.749,53","322.400,00","22,42","Japan","Tokyo Stock Exchange","JPY"
"6301","KOMATSU LTD","Industrie","Aktien","7.228.300,74","0,03","7.228.300,74","226.600,00","31,90","Japan","Tokyo Stock Exchange","JPY"
"DXCM","DEXCOM INC","Gesundheitsversorgung","Aktien","7.209.441,25","0,03","7.209.441,25","108.625,00","66,37","Vereinigte Staaten","NASDAQ","USD"
"VWS","VESTAS WIND SYSTEMS","Industrie","Aktien","7.195.216,59","0,03","7.195.216,59","263.891,00","27,27","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CPAY","CORPAY INC","Financials","Aktien","7.183.500,03","0,03","7.183.500,03","23.871,00","300,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VRSN","VERISIGN INC","IT","Aktien","7.178.200,70","0,03","7.178.200,70","29.546,00","242,95","Vereinigte Staaten","NASDAQ","USD"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Aktien","7.174.683,71","0,03","7.174.683,71","136.783,00","52,45","Kanada","Toronto Stock Exchange","CAD"
"TEAM","ATLASSIAN CORP CLASS A","IT","Aktien","7.165.777,30","0,03","7.165.777,30","44.195,00","162,14","Vereinigte Staaten","NASDAQ","USD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Aktien","7.166.032,94","0,03","7.166.032,94","5.779,00","1.240,01","Schweiz","SIX Swiss Exchange","CHF"
"UTHR","UNITED THERAPEUTICS CORP","Gesundheitsversorgung","Aktien","7.158.189,75","0,03","7.158.189,75","14.691,00","487,25","Vereinigte Staaten","NASDAQ","USD"
"8630","SOMPO HOLDINGS INC","Financials","Aktien","7.125.106,38","0,03","7.125.106,38","209.300,00","34,04","Japan","Tokyo Stock Exchange","JPY"
"ESLT","ELBIT SYSTEMS LTD","Industrie","Aktien","7.119.101,38","0,03","7.119.101,38","12.358,00","576,07","Israel","Tel Aviv Stock Exchange","ILS"
"7269","SUZUKI MOTOR CORP","Zyklische Konsumgüter ","Aktien","7.113.191,49","0,03","7.113.191,49","477.600,00","14,89","Japan","Tokyo Stock Exchange","JPY"
"SLHN","SWISS LIFE HOLDING AG","Financials","Aktien","7.069.398,80","0,03","7.069.398,80","6.109,00","1.157,21","Schweiz","SIX Swiss Exchange","CHF"
"HPQ","HP INC","IT","Aktien","7.063.896,28","0,03","7.063.896,28","317.051,00","22,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VICI","VICI PPTYS INC","Immobilien","Aktien","7.023.897,96","0,03","7.023.897,96","249.783,00","28,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FTS","FORTIS INC","Versorger","Aktien","7.007.986,69","0,03","7.007.986,69","134.616,00","52,06","Kanada","Toronto Stock Exchange","CAD"
"HAL","HALLIBURTON","Energie","Aktien","6.984.826,38","0,03","6.984.826,38","247.163,00","28,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NTRA","NATERA INC","Gesundheitsversorgung","Aktien","6.969.605,07","0,03","6.969.605,07","30.423,00","229,09","Vereinigte Staaten","NASDAQ","USD"
"KEY","KEYCORP","Financials","Aktien","6.962.284,80","0,03","6.962.284,80","337.320,00","20,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8604","NOMURA HOLDINGS INC","Financials","Aktien","6.943.038,06","0,03","6.943.038,06","836.500,00","8,30","Japan","Tokyo Stock Exchange","JPY"
"7182","JAPAN POST BANK LTD","Financials","Aktien","6.933.733,13","0,03","6.933.733,13","492.000,00","14,09","Japan","Tokyo Stock Exchange","JPY"
"DVN","DEVON ENERGY CORP","Energie","Aktien","6.934.059,00","0,03","6.934.059,00","189.300,00","36,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NI","NISOURCE INC","Versorger","Aktien","6.932.410,56","0,03","6.932.410,56","166.006,00","41,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EMAAR","EMAAR PROPERTIES","Immobilien","Aktien","6.908.239,91","0,03","6.908.239,91","1.805.927,00","3,83","Ver. Arabische Emirate","Dubai Financial Market","AED"
"NSIS B","NOVOZYMES B","Materialien","Aktien","6.896.678,00","0,03","6.896.678,00","107.553,00","64,12","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CNP","CENTERPOINT ENERGY INC","Versorger","Aktien","6.884.100,36","0,03","6.884.100,36","179.554,00","38,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8309","SUMITOMO MITSUI TRUST GROUP INC","Financials","Aktien","6.881.537,53","0,03","6.881.537,53","225.800,00","30,48","Japan","Tokyo Stock Exchange","JPY"
"NXT","NEXT PLC","Zyklische Konsumgüter ","Aktien","6.880.418,20","0,03","6.880.418,20","37.393,00","184,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aktien","6.877.750,00","0,03","6.877.750,00","38.125,00","180,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrie","Aktien","6.872.788,23","0,03","6.872.788,23","46.123,00","149,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Zyklische Konsumgüter ","Aktien","6.869.991,67","0,03","6.869.991,67","56.490,00","121,61","Deutschland","Xetra","EUR"
"RDDT","REDDIT INC CLASS A","Kommunikation","Aktien","6.839.551,98","0,03","6.839.551,98","29.754,00","229,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","6.841.188,92","0,03","6.841.188,92","37.732,00","181,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Nichtzyklische Konsumgüter","Aktien","6.823.196,64","0,03","6.823.196,64","674.572,00","10,11","Mexiko","Bolsa Mexicana De Valores","MXN"
"055550","SHINHAN FINANCIAL GROUP LTD","Financials","Aktien","6.820.988,09","0,03","6.820.988,09","127.776,00","53,38","Korea","Korea Exchange (Stock Market)","KRW"
"CIMB","CIMB GROUP HOLDINGS","Financials","Aktien","6.787.682,42","0,03","6.787.682,42","3.338.717,00","2,03","Malaysia","Bursa Malaysia","MYR"
"CAP","CAPGEMINI","IT","Aktien","6.720.878,50","0,03","6.720.878,50","40.229,00","167,07","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"402340","SK SQUARE LTD","Industrie","Aktien","6.712.924,92","0,03","6.712.924,92","26.278,00","255,46","Korea","Korea Exchange (Stock Market)","KRW"
"LULU","LULULEMON ATHLETICA INC","Zyklische Konsumgüter ","Aktien","6.713.509,86","0,03","6.713.509,86","32.306,00","207,81","Vereinigte Staaten","NASDAQ","USD"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Kommunikation","Aktien","6.714.026,35","0,03","6.714.026,35","675.800,00","9,93","Thailand","Stock Exchange Of Thailand","THB"
"WKL","WOLTERS KLUWER NV","Industrie","Aktien","6.712.061,57","0,03","6.712.061,57","64.694,00","103,75","Niederlande","Euronext Amsterdam","EUR"
"7751","CANON INC","IT","Aktien","6.688.876,20","0,03","6.688.876,20","226.300,00","29,56","Japan","Tokyo Stock Exchange","JPY"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Aktien","6.656.213,62","0,03","6.656.213,62","103.502,00","64,31","Vereinigte Staaten","NASDAQ","USD"
