Fondsposition per,"31.Dez.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"1605","INPEX CORP","Energie","Aktien","4.736.034,96","0,02","4.736.034,96","237.400,00","19,95","Japan","Tokyo Stock Exchange","JPY"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Immobilien","Aktien","4.729.746,59","0,02","4.729.746,59","34.049,00","138,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"J","JACOBS SOLUTIONS INC","Industrie","Aktien","4.721.271,78","0,02","4.721.271,78","35.643,00","132,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALLE","ALLEGION PLC","Industrie","Aktien","4.721.509,88","0,02","4.721.509,88","29.654,00","159,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GDDY","GODADDY INC CLASS A","IT","Aktien","4.717.893,84","0,02","4.717.893,84","38.023,00","124,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","IT","Aktien","4.713.089,99","0,02","4.713.089,99","858.300,00","5,49","Thailand","Stock Exchange Of Thailand","THB"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","4.709.860,60","0,02","4.709.860,60","2.048.000,00","2,30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materialien","Aktien","4.695.493,63","0,02","4.695.493,63","74.237,00","63,25","Kanada","Toronto Stock Exchange","CAD"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Zyklische Konsumgüter ","Aktien","4.679.194,93","0,02","4.679.194,93","786.700,00","5,95","Japan","Tokyo Stock Exchange","JPY"
"AENA","AENA SME SA","Industrie","Aktien","4.676.815,30","0,02","4.676.815,30","167.176,00","27,98","Spanien","Bolsa De Madrid","EUR"
"WY","WEYERHAEUSER REIT","Immobilien","Aktien","4.666.598,34","0,02","4.666.598,34","196.986,00","23,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FFIV","F5 INC","IT","Aktien","4.657.729,22","0,02","4.657.729,22","18.247,00","255,26","Vereinigte Staaten","NASDAQ","USD"
"ABG","ABSA GROUP LTD","Financials","Aktien","4.656.729,30","0,02","4.656.729,30","322.368,00","14,45","Südafrika","Johannesburg Stock Exchange","ZAR"
"CF","CF INDUSTRIES HOLDINGS INC","Materialien","Aktien","4.647.592,62","0,02","4.647.592,62","60.093,00","77,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMCR","AMCOR PLC","Materialien","Aktien","4.649.149,68","0,02","4.649.149,68","557.452,00","8,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7912","DAI NIPPON PRINTING LTD","Industrie","Aktien","4.640.530,80","0,02","4.640.530,80","270.000,00","17,19","Japan","Tokyo Stock Exchange","JPY"
"FLEX","FLEX LTD","IT","Aktien","4.636.932,90","0,02","4.636.932,90","76.745,00","60,42","Vereinigte Staaten","NASDAQ","USD"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","4.637.378,76","0,02","4.637.378,76","56.581,00","81,96","Vereinigte Staaten","NASDAQ","USD"
"IMO","IMPERIAL OIL LTD","Energie","Aktien","4.639.131,61","0,02","4.639.131,61","53.627,00","86,51","Kanada","Toronto Stock Exchange","CAD"
"NN","NN GROUP NV","Financials","Aktien","4.631.265,25","0,02","4.631.265,25","59.984,00","77,21","Niederlande","Euronext Amsterdam","EUR"
"A5G","AIB GROUP PLC","Financials","Aktien","4.610.176,16","0,02","4.610.176,16","426.673,00","10,80","Irland","Irish Stock Exchange - All Market","EUR"
"SCMN","SWISSCOM AG","Kommunikation","Aktien","4.606.179,24","0,02","4.606.179,24","6.341,00","726,41","Schweiz","SIX Swiss Exchange","CHF"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Immobilien","Aktien","4.571.314,51","0,02","4.571.314,51","41.961,00","108,94","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ESSITY B","ESSITY CLASS B","Nichtzyklische Konsumgüter","Aktien","4.569.455,72","0,02","4.569.455,72","158.842,00","28,77","Schweden","Nasdaq Omx Nordic","SEK"
"7936","ASICS CORP","Zyklische Konsumgüter ","Aktien","4.554.055,95","0,02","4.554.055,95","190.100,00","23,96","Japan","Tokyo Stock Exchange","JPY"
"Q","QNITY ELECTRONICS INC","IT","Aktien","4.549.048,10","0,02","4.549.048,10","55.714,00","81,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRYG","TRYG","Financials","Aktien","4.546.128,61","0,02","4.546.128,61","173.643,00","26,18","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ESS","ESSEX PROPERTY TRUST REIT INC","Immobilien","Aktien","4.535.961,12","0,02","4.535.961,12","17.334,00","261,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TOST","TOAST INC CLASS A","Financials","Aktien","4.514.989,97","0,02","4.514.989,97","127.147,00","35,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"005490","POSCO","Materialien","Aktien","4.507.618,62","0,02","4.507.618,62","21.290,00","211,72","Korea","Korea Exchange (Stock Market)","KRW"
"ORG","ORIGIN ENERGY LTD","Versorger","Aktien","4.489.687,92","0,02","4.489.687,92","585.960,00","7,66","Australien","Asx - All Markets","AUD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materialien","Aktien","4.487.028,37","0,02","4.487.028,37","66.583,00","67,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6273","SMC (JAPAN) CORP","Industrie","Aktien","4.482.018,57","0,02","4.482.018,57","12.900,00","347,44","Japan","Tokyo Stock Exchange","JPY"
"DD","DUPONT DE NEMOURS INC","Materialien","Aktien","4.479.445,80","0,02","4.479.445,80","111.429,00","40,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9633","NONGFU SPRING LTD H","Nichtzyklische Konsumgüter","Aktien","4.477.286,57","0,02","4.477.286,57","744.000,00","6,02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EAND","EMIRATES TELECOM","Kommunikation","Aktien","4.474.597,48","0,02","4.474.597,48","896.115,00","4,99","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"3017","ASIA VITAL COMPONENTS LTD","IT","Aktien","4.469.375,09","0,02","4.469.375,09","93.000,00","48,06","Taiwan","Taiwan Stock Exchange","TWD"
"AGN","AEGON LTD","Financials","Aktien","4.466.371,25","0,02","4.466.371,25","572.733,00","7,80","Niederlande","Euronext Amsterdam","EUR"
"TEF","TELEFONICA SA","Kommunikation","Aktien","4.461.153,92","0,02","4.461.153,92","1.087.462,00","4,10","Spanien","Bolsa De Madrid","EUR"
"032830","SAMSUNG LIFE LTD","Financials","Aktien","4.430.370,07","0,02","4.430.370,07","40.496,00","109,40","Korea","Korea Exchange (Stock Market)","KRW"
"PZU","PZU SA","Financials","Aktien","4.431.549,37","0,02","4.431.549,37","238.722,00","18,56","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"11","HANG SENG BANK LTD","Financials","Aktien","4.419.522,07","0,02","4.419.522,07","224.100,00","19,72","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"INVH","INVITATION HOMES INC","Immobilien","Aktien","4.401.658,10","0,02","4.401.658,10","158.390,00","27,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RO","ROCHE HOLDING AG","Gesundheitsversorgung","Aktien","4.400.227,20","0,02","4.400.227,20","10.400,00","423,10","Schweiz","SIX Swiss Exchange","CHF"
"CLNX","CELLNEX TELECOM SA","Kommunikation","Aktien","4.398.336,27","0,02","4.398.336,27","136.530,00","32,22","Spanien","Bolsa De Madrid","EUR"
"CHD","CHURCH AND DWIGHT INC","Nichtzyklische Konsumgüter","Aktien","4.395.165,45","0,02","4.395.165,45","52.417,00","83,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6479","MINEBEA MITSUMI INC","Industrie","Aktien","4.388.522,76","0,02","4.388.522,76","219.000,00","20,04","Japan","Tokyo Stock Exchange","JPY"
"SKF B","SKF B","Industrie","Aktien","4.380.235,56","0,02","4.380.235,56","164.282,00","26,66","Schweden","Nasdaq Omx Nordic","SEK"
"4661","ORIENTAL LAND LTD","Zyklische Konsumgüter ","Aktien","4.377.013,30","0,02","4.377.013,30","236.700,00","18,49","Japan","Tokyo Stock Exchange","JPY"
"ORNBV","ORION CLASS B","Gesundheitsversorgung","Aktien","4.370.328,05","0,02","4.370.328,05","58.463,00","74,75","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"RS","RELIANCE STEEL & ALUMINUM","Materialien","Aktien","4.363.381,35","0,02","4.363.381,35","15.105,00","288,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materialien","Aktien","4.358.499,75","0,02","4.358.499,75","2.484.100,00","1,75","Malaysia","Bursa Malaysia","MYR"
"HNR1","HANNOVER RUECK","Financials","Aktien","4.359.432,50","0,02","4.359.432,50","13.944,00","312,64","Deutschland","Xetra","EUR"
"2502","ASAHI GROUP HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","4.359.587,87","0,02","4.359.587,87","416.800,00","10,46","Japan","Tokyo Stock Exchange","JPY"
"DECK","DECKERS OUTDOOR CORP","Zyklische Konsumgüter ","Aktien","4.355.487,71","0,02","4.355.487,71","42.013,00","103,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SKA B","SKANSKA B","Industrie","Aktien","4.338.920,68","0,02","4.338.920,68","158.540,00","27,37","Schweden","Nasdaq Omx Nordic","SEK"
"7832","BANDAI NAMCO HOLDINGS INC","Zyklische Konsumgüter ","Aktien","4.327.839,48","0,02","4.327.839,48","162.600,00","26,62","Japan","Tokyo Stock Exchange","JPY"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","IT","Aktien","4.323.176,88","0,02","4.323.176,88","23.298,00","185,56","Israel","NASDAQ","USD"
"1303","NAN YA PLASTICS CORP","Materialien","Aktien","4.319.731,51","0,02","4.319.731,51","2.254.620,00","1,92","Taiwan","Taiwan Stock Exchange","TWD"
"2269","WUXI BIOLOGICS CAYMAN INC","Gesundheitsversorgung","Aktien","4.303.889,00","0,02","4.303.889,00","1.065.500,00","4,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Nichtzyklische Konsumgüter","Aktien","4.304.984,80","0,02","4.304.984,80","47.464,00","90,70","Niederlande","NASDAQ","USD"
"GIL","GILDAN ACTIVEWEAR INC","Zyklische Konsumgüter ","Aktien","4.302.173,70","0,02","4.302.173,70","68.740,00","62,59","Kanada","Toronto Stock Exchange","CAD"
"386","CHINA PETROLEUM AND CHEMICAL CORP","Energie","Aktien","4.291.948,10","0,02","4.291.948,10","7.153.400,00","0,60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"UDR","UDR REIT INC","Immobilien","Aktien","4.274.613,84","0,02","4.274.613,84","116.538,00","36,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PINS","PINTEREST INC CLASS A","Kommunikation","Aktien","4.273.455,18","0,02","4.273.455,18","165.062,00","25,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6201","TOYOTA INDUSTRIES CORP","Industrie","Aktien","4.258.509,04","0,02","4.258.509,04","37.500,00","113,56","Japan","Tokyo Stock Exchange","JPY"
"H78","HONGKONG LAND HOLDINGS LTD","Immobilien","Aktien","4.231.855,00","0,02","4.231.855,00","608.900,00","6,95","Hongkong","Singapore Exchange","USD"
"DAL","DELTA AIR LINES INC","Industrie","Aktien","4.220.144,60","0,02","4.220.144,60","60.809,00","69,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"A17U","CAPITALAND ASCENDAS REIT","Immobilien","Aktien","4.220.797,56","0,02","4.220.797,56","1.918.002,00","2,20","Singapur","Singapore Exchange","SGD"
"6920","LASERTEC CORP","IT","Aktien","4.217.573,13","0,02","4.217.573,13","22.300,00","189,13","Japan","Tokyo Stock Exchange","JPY"
"PTT.R","PTT NON-VOTING DR PCL","Energie","Aktien","4.219.368,35","0,02","4.219.368,35","4.154.100,00","1,02","Thailand","Stock Exchange Of Thailand","THB"
"DOW","DOW INC","Materialien","Aktien","4.219.879,58","0,02","4.219.879,58","180.491,00","23,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industrie","Aktien","4.211.737,82","0,02","4.211.737,82","2.503.600,00","1,68","Thailand","Stock Exchange Of Thailand","THB"
"SATS","ECHOSTAR CORP CLASS A","Kommunikation","Aktien","4.197.667,90","0,02","4.197.667,90","38.617,00","108,70","Vereinigte Staaten","NASDAQ","USD"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Aktien","4.179.664,75","0,02","4.179.664,75","40.610,00","102,92","Schweiz","SIX Swiss Exchange","CHF"
"DPZ","DOMINOS PIZZA INC","Zyklische Konsumgüter ","Aktien","4.144.441,26","0,02","4.144.441,26","9.943,00","416,82","Vereinigte Staaten","NASDAQ","USD"
"CG","CARLYLE GROUP INC","Financials","Aktien","4.132.380,10","0,02","4.132.380,10","69.910,00","59,11","Vereinigte Staaten","NASDAQ","USD"
"IAG","IA FINANCIAL INC","Financials","Aktien","4.122.360,81","0,02","4.122.360,81","31.776,00","129,73","Kanada","Toronto Stock Exchange","CAD"
"2887","TS FINANCIAL HOLDING LTD","Financials","Aktien","4.113.118,63","0,02","4.113.118,63","6.335.110,00","0,65","Taiwan","Taiwan Stock Exchange","TWD"
"INF","INFORMA PLC","Kommunikation","Aktien","4.096.128,92","0,02","4.096.128,92","344.495,00","11,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"6178","JAPAN POST HOLDINGS LTD","Financials","Aktien","4.089.790,42","0,02","4.089.790,42","388.400,00","10,53","Japan","Tokyo Stock Exchange","JPY"
"TXT","TEXTRON INC","Industrie","Aktien","4.086.180,92","0,02","4.086.180,92","46.876,00","87,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7701","SHIMADZU CORP","IT","Aktien","4.084.371,43","0,02","4.084.371,43","153.600,00","26,59","Japan","Tokyo Stock Exchange","JPY"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Versorger","Aktien","4.070.928,40","0,02","4.070.928,40","382.841,00","10,63","Italien","Borsa Italiana","EUR"
"KPN","KONINKLIJKE KPN NV","Kommunikation","Aktien","4.056.656,42","0,02","4.056.656,42","868.735,00","4,67","Niederlande","Euronext Amsterdam","EUR"
"MPL","MEDIBANK PRIVATE LTD","Financials","Aktien","4.049.391,36","0,02","4.049.391,36","1.267.728,00","3,19","Australien","Asx - All Markets","AUD"
"VACN","VAT GROUP AG","Industrie","Aktien","4.050.671,38","0,02","4.050.671,38","8.316,00","487,09","Schweiz","SIX Swiss Exchange","CHF"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","IT","Aktien","4.048.295,04","0,02","4.048.295,04","16.672,00","242,82","Vereinigte Staaten","NASDAQ","USD"
"6160","BEONE MEDICINES AG","Gesundheitsversorgung","Aktien","4.039.093,30","0,02","4.039.093,30","175.339,00","23,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BOL","BOLIDEN","Materialien","Aktien","4.030.427,91","0,02","4.030.427,91","72.119,00","55,89","Schweden","Nasdaq Omx Nordic","SEK"
"2020","ANTA SPORTS PRODUCTS LTD","Zyklische Konsumgüter ","Aktien","4.017.409,91","0,02","4.017.409,91","388.200,00","10,35","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BG","BUNGE GLOBAL SA","Nichtzyklische Konsumgüter","Aktien","4.011.985,04","0,02","4.011.985,04","45.038,00","89,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Aktien","4.005.916,64","0,02","4.005.916,64","18.251.000,00","0,22","Indonesien","Indonesia Stock Exchange","IDR"
"1801","INNOVENT BIOLOGICS INC","Gesundheitsversorgung","Aktien","4.006.712,92","0,02","4.006.712,92","409.000,00","9,80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6669","WIWYNN CORPORATION CORP","IT","Aktien","3.996.753,71","0,02","3.996.753,71","28.000,00","142,74","Taiwan","Taiwan Stock Exchange","TWD"
"DKNG","DRAFTKINGS INC CLASS A","Zyklische Konsumgüter ","Aktien","3.981.542,86","0,02","3.981.542,86","115.541,00","34,46","Vereinigte Staaten","NASDAQ","USD"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","3.978.066,40","0,02","3.978.066,40","475.492,00","8,37","Vereinigtes Königreich","London Stock Exchange","GBP"
"4507","SHIONOGI LTD","Gesundheitsversorgung","Aktien","3.978.433,12","0,02","3.978.433,12","219.500,00","18,12","Japan","Tokyo Stock Exchange","JPY"
"CPALL.R","CP ALL NON-VOTING DR PCL","Nichtzyklische Konsumgüter","Aktien","3.968.227,27","0,02","3.968.227,27","2.874.000,00","1,38","Thailand","Stock Exchange Of Thailand","THB"
"SGE","THE SAGE GROUP PLC","IT","Aktien","3.964.699,99","0,02","3.964.699,99","272.172,00","14,57","Vereinigtes Königreich","London Stock Exchange","GBP"
"X","TMX GROUP LTD","Financials","Aktien","3.959.192,13","0,02","3.959.192,13","103.907,00","38,10","Kanada","Toronto Stock Exchange","CAD"
"PKG","PACKAGING CORP OF AMERICA","Materialien","Aktien","3.961.265,84","0,02","3.961.265,84","19.208,00","206,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Aktien","3.950.990,19","0,02","3.950.990,19","50.100.056,00","0,08","Chile","Santiago Stock Exchange","CLP"
"7259","AISIN CORP","Zyklische Konsumgüter ","Aktien","3.944.392,48","0,02","3.944.392,48","211.300,00","18,67","Japan","Tokyo Stock Exchange","JPY"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Gesundheitsversorgung","Aktien","3.931.973,24","0,02","3.931.973,24","181.129,00","21,71","Neuseeland","New Zealand Exchange Ltd","NZD"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","3.928.724,07","0,02","3.928.724,07","58.699,00","66,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EPI A","EPIROC CLASS A","Industrie","Aktien","3.913.027,08","0,02","3.913.027,08","171.860,00","22,77","Schweden","Nasdaq Omx Nordic","SEK"
"MAYBANK","MALAYAN BANKING","Financials","Aktien","3.904.820,11","0,02","3.904.820,11","1.512.000,00","2,58","Malaysia","Bursa Malaysia","MYR"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aktien","3.899.954,65","0,02","3.899.954,65","647.930,00","6,02","Vereinigtes Königreich","London Stock Exchange","GBP"
"028260","SAMSUNG C&T CORP","Industrie","Aktien","3.898.868,14","0,02","3.898.868,14","23.451,00","166,26","Korea","Korea Exchange (Stock Market)","KRW"
"NBIX","NEUROCRINE BIOSCIENCES INC","Gesundheitsversorgung","Aktien","3.886.567,49","0,02","3.886.567,49","27.403,00","141,83","Vereinigte Staaten","NASDAQ","USD"
"CLX","CLOROX","Nichtzyklische Konsumgüter","Aktien","3.883.769,94","0,02","3.883.769,94","38.518,00","100,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Zyklische Konsumgüter ","Aktien","3.873.645,72","0,01","3.873.645,72","196.532,00","19,71","Vereinigte Staaten","NASDAQ","USD"
"KEY","KEYERA CORP","Energie","Aktien","3.861.214,66","0,01","3.861.214,66","120.290,00","32,10","Kanada","Toronto Stock Exchange","CAD"
"6618","JD HEALTH INTERNATIONAL INC","Nichtzyklische Konsumgüter","Aktien","3.845.818,08","0,01","3.845.818,08","539.350,00","7,13","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GGG","GRACO INC","Industrie","Aktien","3.846.934,07","0,01","3.846.934,07","46.931,00","81,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SMPH","SM PRIME HOLDINGS INC","Immobilien","Aktien","3.843.360,81","0,01","3.843.360,81","9.939.100,00","0,39","Philippinen","Philippine Stock Exchange Inc.","PHP"
"3659","NEXON LTD","Kommunikation","Aktien","3.835.667,49","0,01","3.835.667,49","157.100,00","24,42","Japan","Tokyo Stock Exchange","JPY"
"035720","KAKAO CORP","Kommunikation","Aktien","3.832.415,40","0,01","3.832.415,40","91.860,00","41,72","Korea","Korea Exchange (Stock Market)","KRW"
"UPM","UPM-KYMMENE","Materialien","Aktien","3.826.038,97","0,01","3.826.038,97","131.413,00","29,11","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"034730","SK INC","Industrie","Aktien","3.819.678,59","0,01","3.819.678,59","21.452,00","178,06","Korea","Korea Exchange (Stock Market)","KRW"
"135","KUNLUN ENERGY LTD","Versorger","Aktien","3.816.424,49","0,01","3.816.424,49","3.998.000,00","0,95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SGSN","SGS SA","Industrie","Aktien","3.816.292,03","0,01","3.816.292,03","33.276,00","114,69","Schweiz","SIX Swiss Exchange","CHF"
"EMIRATESNBD","EMIRATES NBD","Financials","Aktien","3.810.314,33","0,01","3.810.314,33","502.510,00","7,58","Ver. Arabische Emirate","Dubai Financial Market","AED"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","3.808.453,52","0,01","3.808.453,52","228.620,00","16,66","Vereinigtes Königreich","London Stock Exchange","GBP"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Versorger","Aktien","3.788.222,95","0,01","3.788.222,95","823.890,00","4,60","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"OKTA","OKTA INC CLASS A","IT","Aktien","3.787.731,88","0,01","3.787.731,88","43.804,00","86,47","Vereinigte Staaten","NASDAQ","USD"
"992","LENOVO GROUP LTD","IT","Aktien","3.783.233,76","0,01","3.783.233,76","3.180.000,00","1,19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IONQ","IONQ INC","IT","Aktien","3.779.310,36","0,01","3.779.310,36","84.228,00","44,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"S32","SOUTH32 LTD","Materialien","Aktien","3.776.425,35","0,01","3.776.425,35","1.590.753,00","2,37","Australien","Asx - All Markets","AUD"
"ELI","ELIA GROUP SA","Versorger","Aktien","3.772.481,03","0,01","3.772.481,03","29.281,00","128,84","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","3.774.338,91","0,01","3.774.338,91","258,00","14.629,22","Schweiz","SIX Swiss Exchange","CHF"
"AGI","ALAMOS GOLD INC CLASS A","Materialien","Aktien","3.751.893,49","0,01","3.751.893,49","97.036,00","38,66","Kanada","Toronto Stock Exchange","CAD"
"STO","SANTOS LTD","Energie","Aktien","3.751.893,77","0,01","3.751.893,77","911.879,00","4,11","Australien","Asx - All Markets","AUD"
"MAERSK B","A P MOLLER MAERSK B","Industrie","Aktien","3.743.103,34","0,01","3.743.103,34","1.626,00","2.302,03","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"4204","SEKISUI CHEMICAL LTD","Industrie","Aktien","3.737.028,29","0,01","3.737.028,29","222.300,00","16,81","Japan","Tokyo Stock Exchange","JPY"
"373220","LG ENERGY SOLUTION LTD","Industrie","Aktien","3.737.823,75","0,01","3.737.823,75","14.612,00","255,81","Korea","Korea Exchange (Stock Market)","KRW"
"SMCI","SUPER MICRO COMPUTER INC","IT","Aktien","3.733.973,90","0,01","3.733.973,90","127.570,00","29,27","Vereinigte Staaten","NASDAQ","USD"
"BARN","BARRY CALLEBAUT AG","Nichtzyklische Konsumgüter","Aktien","3.720.595,77","0,01","3.720.595,77","2.257,00","1.648,47","Schweiz","SIX Swiss Exchange","CHF"
"KRZ","KERRY GROUP PLC","Nichtzyklische Konsumgüter","Aktien","3.716.225,23","0,01","3.716.225,23","40.567,00","91,61","Irland","Irish Stock Exchange - All Market","EUR"
"SUI","SUN COMMUNITIES REIT INC","Immobilien","Aktien","3.717.919,55","0,01","3.717.919,55","30.005,00","123,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","3.715.155,94","0,01","3.715.155,94","45.463,00","81,72","Deutschland","Xetra","EUR"
"IEX","IDEX CORP","Industrie","Aktien","3.712.184,28","0,01","3.712.184,28","20.862,00","177,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PKN","ORLEN SA","Energie","Aktien","3.708.222,78","0,01","3.708.222,78","138.714,00","26,73","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"DSFIR","DSM FIRMENICH AG","Materialien","Aktien","3.710.135,33","0,01","3.710.135,33","45.943,00","80,76","Niederlande","Euronext Amsterdam","EUR"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash und/oder Derivate","Cash Collateral and Margins","3.706.710,00","0,01","3.706.710,00","3.706.710,00","100,00","Vereinigte Staaten","-","USD"
"6988","NITTO DENKO CORP","Materialien","Aktien","3.697.342,82","0,01","3.697.342,82","156.000,00","23,70","Japan","Tokyo Stock Exchange","JPY"
"RPM","RPM INTERNATIONAL INC","Materialien","Aktien","3.693.248,00","0,01","3.693.248,00","35.512,00","104,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IMP","IMPALA PLATINUM LTD","Materialien","Aktien","3.689.061,19","0,01","3.689.061,19","233.312,00","15,81","Südafrika","Johannesburg Stock Exchange","ZAR"
"BPE","BPER BANCA","Financials","Aktien","3.667.546,62","0,01","3.667.546,62","269.205,00","13,62","Italien","Borsa Italiana","EUR"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gesundheitsversorgung","Aktien","3.653.143,12","0,01","3.653.143,12","16.756,00","218,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","3.645.949,36","0,01","3.645.949,36","56.152,00","64,93","Vereinigte Staaten","NASDAQ","USD"
"TOU","TOURMALINE OIL CORP","Energie","Aktien","3.647.037,13","0,01","3.647.037,13","81.195,00","44,92","Kanada","Toronto Stock Exchange","CAD"
"9868","XPENG CLASS A INC","Zyklische Konsumgüter ","Aktien","3.641.709,81","0,01","3.641.709,81","357.218,00","10,19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"XRO","XERO LTD","IT","Aktien","3.636.945,66","0,01","3.636.945,66","47.833,00","76,03","Australien","Asx - All Markets","AUD"
"EMA","EMERA INC","Versorger","Aktien","3.624.852,64","0,01","3.624.852,64","73.459,00","49,35","Kanada","Toronto Stock Exchange","CAD"
"6594","NIDEC CORP","Industrie","Aktien","3.626.215,83","0,01","3.626.215,83","266.600,00","13,60","Japan","Tokyo Stock Exchange","JPY"
"2885","YUANTA FINANCIAL HOLDING LTD","Financials","Aktien","3.624.486,76","0,01","3.624.486,76","2.897.791,00","1,25","Taiwan","Taiwan Stock Exchange","TWD"
"TEL2 B","TELE2 B","Kommunikation","Aktien","3.605.054,61","0,01","3.605.054,61","215.039,00","16,76","Schweden","Nasdaq Omx Nordic","SEK"
"267","CITIC LTD","Industrie","Aktien","3.603.977,65","0,01","3.603.977,65","2.326.000,00","1,55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"NTNX","NUTANIX INC CLASS A","IT","Aktien","3.601.345,68","0,01","3.601.345,68","69.672,00","51,69","Vereinigte Staaten","NASDAQ","USD"
